species,decimalLatitude,decimalLongitude,prediction
Hypolimnas bolina,22.990409,88.479452,4
Hypolimnas bolina,23.158214,86.120466,4
Hypolimnas bolina,23.382956,87.16005,4
Hypolimnas bolina,23.395141,86.987433,4
Hypolimnas bolina,23.563926,87.107366,4
Hypolimnas bolina,23.582947,87.274963,4
Hypolimnas bolina,23.652922,88.105593,4
Hypolimnas bolina,23.849246,86.901981,4
Hypolimnas bolina,24.36346,92.33968,2
Hypolimnas bolina,24.497701,92.314768,2
Hypolimnas bolina,24.600548,92.381363,2
Hypolimnas bolina,24.824183,93.945765,2
Hypolimnas bolina,26.186716,91.723616,2
Hypolimnas bolina,26.609253,90.241028,2
Hypolimnas bolina,26.652603,91.025032,2
Hypolimnas bolina,26.689423,94.341103,2
Hypolimnas bolina,26.754947,94.205078,2
Hypolimnas bolina,26.760254,91.419312,2
Hypolimnas bolina,27.0823,94.3662,2
Hypolimnas bolina,27.1277,93.7391,2
Hypolimnas bolina,28.8719,79.6292,6
Hypolimnas bolina,33.340783,74.321506,6
Hypolimnas bolina,33.341368,74.321758,6
Hypolimnas misippus,9.440445,76.853973,1
Hypolimnas misippus,9.654442,76.748688,1
Hypolimnas misippus,11.323038,79.243353,7
Hypolimnas misippus,11.808663,79.748399,7
Hypolimnas misippus,12.219496,79.055473,7
Hypolimnas misippus,12.985274,77.512152,7
Hypolimnas misippus,13.316144,75.772044,3
Hypolimnas misippus,13.351599,74.793228,3
Hypolimnas misippus,13.664317,77.208899,7
Hypolimnas misippus,14.464409,75.921758,3
Hypolimnas misippus,14.606389,74.848056,3
Hypolimnas misippus,15.390879,73.877983,3
Hypolimnas misippus,18.956866,72.804963,8
Hypolimnas misippus,18.986601,73.267899,8
Hypolimnas misippus,19.004379,73.282455,8
Hypolimnas misippus,19.0465,72.8675,8
Hypolimnas misippus,19.0466,72.8674,8
Hypolimnas misippus,19.0468,72.8649,8
Hypolimnas misippus,19.075983,72.877655,8
Hypolimnas misippus,19.228809,72.918178,8
Hypolimnas misippus,19.84798,73.988968,8
Hypolimnas misippus,20.853886,83.267555,5
Hypolimnas misippus,21.125851,72.733945,8
Hypolimnas misippus,22.558687,88.291121,4
Hypolimnas misippus,22.80925,88.328309,4
Hypolimnas misippus,22.932131,77.716593,0
Hypolimnas misippus,22.96601,86.888303,4
Hypolimnas misippus,23.524701,86.665535,4
Hypolimnas misippus,23.866542,91.283085,2
Hypolimnas misippus,24.796296,73.068857,0
Hypolimnas misippus,25.09218,75.89501,0
Hypolimnas misippus,25.222438,75.837063,0
Hypolimnas misippus,25.264958,82.989445,4
Hypolimnas misippus,26.873625,75.811994,0
Hypolimnas misippus,28.570879,77.304459,6
Hypolimnas misippus,28.70406,77.102493,6
Hypolimnas misippus,28.8719,79.6292,6
Hypolycaena erylus,22.6706,86.2978,4
Hypolycaena erylus,24.370241,92.346096,2
Hypolycaena erylus,24.43202,92.330689,2
Hypolycaena erylus,26.722933,89.604309,2
Hypolycaena erylus,26.752432,89.572906,2
Hypolycaena erylus,26.986367,94.309742,2
Hypolycaena erylus,27.098356,92.817829,2
Hypolycaena erylus,27.528611,96.387693,2
Hypolycaena erylus,27.782575,96.347659,2
Hypomecis transcissa,24.43202,92.330688,2
Hypopyra vespertilio,12.971599,77.594566,7
Hyposidra talaca,24.098261,88.268411,4
Hyposidra talaca,24.43202,92.330688,2
Hyposidra talaca,24.434454,92.32505,2
Hyposidra talaca,25.612099,91.897713,2
Hypothymis azurea,11.664325,78.146014,7
Hypothymis azurea,24.600548,92.381363,2
Hypoxis aurea,18.698286,73.390045,8
Hypoxis aurea,22.813192,77.619247,0
Hypsipetes ganeesa,11.300747,76.679401,1
Hypsipetes leucocephalus,26.511209,93.168877,2
Hypsipetes leucocephalus,29.645273,80.201393,6
Hypsipetes leucocephalus,32.22324,77.195961,6
Hystrix brachyura,26.744271,90.989029,2
Hystrix indica,9.580895,77.113998,1
Hystrix indica,11.664325,78.146014,7
Hystrix indica,12.394732,77.87178,7
Iambrix salsala,8.4521,77.0628,1
Iambrix salsala,8.453915,76.973293,1
Iambrix salsala,8.803958,76.701182,1
Iambrix salsala,9.578179,76.506783,1
Iambrix salsala,10.496141,76.159752,1
Iambrix salsala,11.687405,78.180668,7
Iambrix salsala,12.42442,75.738182,3
Iambrix salsala,12.432042,78.819489,7
Iambrix salsala,13.014388,77.567716,7
Iambrix salsala,13.625658,75.153,3
Iambrix salsala,14.619639,74.844077,3
Iambrix salsala,18.698286,73.390045,8
Iambrix salsala,19.004379,73.282455,8
Iambrix salsala,19.018236,73.279388,8
Iambrix salsala,19.0524,72.8626,8
Iambrix salsala,19.149389,72.87912,8
Iambrix salsala,22.309804,87.89274,4
Iambrix salsala,22.429317,88.400685,4
Iambrix salsala,22.454511,86.881941,4
Iambrix salsala,22.558687,88.291121,4
Iambrix salsala,22.707179,88.426409,4
Iambrix salsala,22.972506,88.443308,4
Iambrix salsala,22.986757,87.854973,4
Iambrix salsala,22.988771,87.010568,4
Iambrix salsala,23.251362,88.594437,4
Iambrix salsala,24.43202,92.330688,2
Iambrix salsala,24.43202,92.330689,2
Iambrix salsala,25.98606,90.786566,2
Iambrix salsala,26.202281,91.739281,2
Iambrix salsala,26.205409,93.130293,2
Ichnocarpus frutescens,17.5762,80.6321,5
Ichthyaetus ichthyaetus,27.669033,95.362549,2
Ichthyophis bombayensis,18.755211,73.444539,8
Icthyophaga ichthyaetus,26.525282,92.993805,2
Icthyophaga ichthyaetus,26.678141,93.555367,2
Ictinogomphus distinctus,26.326345,89.441071,2
Ictinogomphus rapax,8.496105,77.646454,1
Ictinogomphus rapax,8.534067,77.150266,1
Ictinogomphus rapax,10.536286,76.265148,1
Ictinogomphus rapax,11.542457,76.027223,1
Ictinogomphus rapax,11.664325,78.146014,7
Ictinogomphus rapax,11.687405,78.180668,7
Ictinogomphus rapax,11.941592,79.808313,7
Ictinogomphus rapax,12.6773,77.9121,7
Ictinogomphus rapax,12.739404,77.786698,7
Ictinogomphus rapax,12.805115,77.570541,7
Ictinogomphus rapax,12.950744,77.584778,7
Ictinogomphus rapax,12.974322,80.262339,7
Ictinogomphus rapax,14.464409,75.921758,3
Ictinogomphus rapax,15.338543,74.248405,3
Ictinogomphus rapax,18.299423,74.753723,8
Ictinogomphus rapax,18.907026,73.147811,8
Ictinogomphus rapax,22.3129,87.9837,4
Ictinogomphus rapax,22.918953,88.232119,4
Ictinogomphus rapax,22.9915,87.0007,4
Ictinogomphus rapax,23.474007,87.300121,4
Ictinogomphus rapax,24.43202,92.330689,2
Ictinogomphus rapax,27.482252,95.364571,2
Ictinogomphus rapax,28.882473,79.631072,6
Ictinogomphus rapax,30.744769,76.810558,6
Idaea macrospila,12.818141,77.566452,7
Idea malabarica,11.934972,75.847357,1
Idea malabarica,11.943457,75.853744,1
Idea malabarica,12.668784,75.607971,3
Idea malabarica,14.95061,74.584412,3
Ideopsis similis,27.54059,96.397323,2
Idionyx gomantakensis,15.33079,74.233452,3
Iduna aedon,24.429333,92.334381,2
Ilex denticulata,11.445833,76.874168,1
Impatiens acaulis,14.054252,74.716148,3
Impatiens balsamina,8.534227,76.955132,1
Impatiens balsamina,10.302551,76.332157,1
Impatiens balsamina,10.371301,76.212771,1
Impatiens balsamina,12.558752,75.66095,3
Impatiens balsamina,18.540813,73.453217,8
Impatiens balsamina,18.552725,73.45459,8
Impatiens chinensis,11.936891,79.835419,7
Impatiens dalzellii,17.723343,73.823486,8
Impatiens flaccida,9.567524,76.346362,1
Impatiens fruticosa,11.353002,76.79591,1
Impatiens fruticosa,11.414299,76.866333,1
Impatiens jerdoniae,10.117255,76.926854,1
Impatiens lawii,18.255144,73.315414,8
Impatiens leschenaultii,11.305856,76.614532,1
Impatiens minor,18.540813,73.453217,8
Impatiens oppositifolia,8.575452,77.025139,1
Impatiens oppositifolia,18.540813,73.453217,8
Impatiens pulcherrima,16.634224,73.357681,8
Impatiens scabrida,32.242577,76.321281,6
Impatiens walleriana,25.578773,91.893254,2
Indigofera cassioides,17.676916,73.971161,8
Indigofera cordifolia,13.170984,80.199109,7
Indigofera linnaei,25.0241,94.3174,2
Indigofera subulata,12.743846,79.073334,7
Indigofera tinctoria,9.570541,76.494125,1
Indirana beddomii,13.518541,75.090424,3
Indirana brachytarsus,10.31461,76.868629,1
Indirana chiravasi,15.96463,74.001328,3
Indirana chiravasi,15.964716,74.003571,3
Indirana leithii,18.552725,73.45459,8
Indirana semipalmata,9.691763,76.864967,1
Indirana semipalmata,10.295584,76.46138,1
Indirana semipalmata,10.312953,76.838692,1
Indoplanorbis exustus,22.047598,86.713287,4
Indosylvirana caesari,16.349218,73.55941,3
Indosylvirana flavescens,11.401732,76.713341,1
Indosylvirana indica,12.42442,75.738182,3
Indosylvirana indica,12.91821,75.673173,3
Indosylvirana indica,13.575554,75.106773,3
Indosylvirana intermedia,13.2244,75.1369,3
Indosylvirana intermedia,13.490881,75.10614,3
Indosylvirana intermedia,13.502664,75.090315,3
Indosylvirana intermedia,14.319264,74.454307,3
Indosylvirana montana,12.19176,75.804672,3
Indosylvirana sreeni,9.9238,76.7695,1
Indosylvirana sreeni,10.323195,76.975876,1
Indosylvirana urbis,10.347651,76.273979,1
Indotestudo elongata,24.222253,92.21992,2
Indotestudo elongata,24.452726,92.348461,2
Indotestudo elongata,26.29406,90.04694,2
Indotestudo elongata,27.37999,84.143514,4
Indotestudo travancorica,8.857829,77.217522,1
Indotestudo travancorica,8.938889,77.123056,1
Indotestudo travancorica,10.326973,76.955397,1
Indotestudo travancorica,10.363175,76.88166,1
Indotestudo travancorica,12.337494,75.806908,3
Indotestudo travancorica,12.471175,75.37262,3
Indotestudo travancorica,12.743798,80.240074,7
Indothemis carnatica,10.306797,77.206024,1
Indothemis carnatica,12.2669,76.5989,7
Indothemis carnatica,18.456,73.8064,8
Indothemis limbata,24.352678,92.344814,2
Indotyphlops braminus,22.192444,88.185677,4
Indotyphlops braminus,22.423088,88.288185,4
Indotyphlops braminus,22.423326,88.286926,4
Indotyphlops braminus,24.997904,82.065229,4
Indoxysticus minutus,12.86068,74.85596,3
Indrella ampulla,10.302572,76.591805,1
Indrella ampulla,11.495826,76.106354,1
Indrella ampulla,11.821896,75.846375,1
Indrella ampulla,12.424421,75.738186,3
Ingerana charlesdarwini,11.724688,92.734737,9
Iphigenia pallida,17.431913,73.931465,8
Ipomoea batatas,25.181448,93.010452,2
Ipomoea cairica,10.292274,76.165332,1
Ipomoea cairica,26.154375,91.659416,2
Ipomoea campanulata,17.403137,73.66954,8
Ipomoea carnea,8.30142,77.443123,1
Ipomoea carnea,13.721347,75.645104,3
Ipomoea carnea,18.534397,73.785294,8
Ipomoea carnea,24.691171,78.413818,0
Ipomoea carnea,25.022187,82.120562,4
Ipomoea carnea,25.0222,82.1206,4
Ipomoea carnea,26.459446,93.805939,2
Ipomoea eriocarpa,13.604069,74.864807,3
Ipomoea hederifolia,10.297583,76.256599,1
Ipomoea hederifolia,12.936437,79.327553,7
Ipomoea indica,8.549304,76.977264,1
Ipomoea indica,12.42442,75.738182,3
Ipomoea indica,18.725962,76.76815,5
Ipomoea nil,18.415594,73.994453,8
Ipomoea nil,25.0536,82.1125,4
Ipomoea obscura,8.675349,77.085228,1
Ipomoea obscura,10.119991,76.257014,1
Ipomoea pes-caprae,10.095775,76.207353,1
Ipomoea pes-caprae,11.549578,79.755592,7
Ipomoea pes-caprae,11.868585,79.819191,7
Ipomoea pes-caprae,14.547858,74.31884,3
Ipomoea pes-caprae,15.48996,73.812233,3
Ipomoea purpurea,8.487494,76.948624,1
Ipomoea quamoclit,9.227333,76.515891,1
Ipomoea quamoclit,10.677238,76.716336,1
Ipomoea quamoclit,18.534397,73.785294,8
Ipomoea triloba,25.213816,75.864753,0
Iraota timoleon,11.934194,75.850986,1
Iraota timoleon,23.158214,86.120466,4
Iraota timoleon,28.915768,79.509502,6
Iraota timoleon,30.586111,78.15139,6
Irena puella,11.344998,76.869213,1
Irena puella,11.984248,77.160072,7
Irena puella,15.404548,74.217461,3
Iris hookeriana,34.154999,77.585449,6
Iris japonica,27.051554,88.275963,2
Ischnura aurora,8.490168,77.036049,1
Ischnura aurora,9.372091,76.794373,1
Ischnura aurora,11.9369,79.8358,7
Ischnura aurora,12.055437,75.397629,3
Ischnura aurora,13.107795,77.606079,7
Ischnura aurora,14.815979,74.141677,3
Ischnura aurora,18.988659,73.271179,8
Ischnura aurora,23.135185,77.93531,0
Ischnura aurora,23.200277,86.126732,4
Ischnura forcipata,28.338743,77.619216,6
Ischnura inarmata,34.146365,74.833451,6
Ischnura nursei,21.830812,72.974106,8
Ischnura nursei,22.615454,72.73484,8
Ischnura nursei,25.179478,75.824371,0
Ischnura nursei,25.1855,75.8255,0
Ischnura nursei,25.2001,75.7951,0
Ischnura nursei,26.623138,75.025031,0
Ischnura nursei,28.915768,79.509502,6
Ischnura rubilio,8.779196,77.425015,1
Ischnura rubilio,10.352536,76.251701,1
Ischnura rubilio,10.572094,76.52598,1
Ischnura rubilio,12.180787,79.879831,7
Ischnura rubilio,19.698098,81.337152,5
Ischnura rubilio,21.697384,88.266243,4
Ischnura rubilio,22.988771,87.010568,4
Ischnura rubilio,24.8943,85.5181,4
Ischnura rubilio,25.186991,75.825816,0
Ischnura rubilio,25.2307,75.834,0
Ischnura rubilio,25.2325,75.8386,0
Ischnura rubilio,25.2334,75.8385,0
Ischnura rubilio,25.2394,75.8336,0
Ischnura rubilio,25.3474,76.0132,0
Ischnura rubilio,28.638644,77.07206,6
Ischnura rubilio,28.93671,79.837345,6
Ischnura senegalensis,11.687405,78.180668,7
Ischnura senegalensis,12.6772,77.9121,7
Ischnura senegalensis,12.890235,77.587374,7
Ischnura senegalensis,13.08268,80.270718,7
Ischnura senegalensis,13.110818,77.575912,7
Ischnura senegalensis,13.133999,77.478801,7
Ischnura senegalensis,18.4577,73.806,8
Ischnura senegalensis,19.122158,73.233041,8
Ischnura senegalensis,19.145334,72.875977,8
Ischnura senegalensis,19.6489,85.134,4
Ischnura senegalensis,19.6491,85.1325,4
Ischnura senegalensis,20.1947,85.4371,4
Ischnura senegalensis,21.17024,72.831062,8
Ischnura senegalensis,21.598889,72.718056,8
Ischnura senegalensis,21.755534,88.222404,4
Ischnura senegalensis,21.759448,88.221609,4
Ischnura senegalensis,21.759552,88.221648,4
Ischnura senegalensis,21.7608,88.2338,4
Ischnura senegalensis,21.769949,88.231513,4
Ischnura senegalensis,22.681073,88.315427,4
Ischnura senegalensis,22.68308,88.32224,4
Ischnura senegalensis,22.686542,88.321206,4
Ischnura senegalensis,22.791051,88.436617,4
Ischnura senegalensis,22.972826,88.44477,4
Ischnura senegalensis,23.132467,72.400932,0
Ischnura senegalensis,23.627858,77.431447,0
Ischnura senegalensis,24.070512,88.256765,4
Ischnura senegalensis,25.1207,75.8921,0
Ischnura senegalensis,25.1855,75.8253,0
Ischnura senegalensis,26.8725,75.8136,0
Ischnura senegalensis,26.873625,75.811994,0
Ischnura senegalensis,26.877,75.8114,0
Ischnura senegalensis,28.044794,77.082348,6
Isocentris filalis,8.088306,77.538452,1
Isocentris filalis,10.132976,76.685661,1
Isocentris filalis,17.680464,74.018265,8
Isocentris filalis,22.341726,87.335548,4
Istiophorus platypterus,9.498067,76.338852,1
Ithaginis cruentus,27.338818,88.6278,2
Iton semamora,26.433372,89.902541,2
Ixias marianne,11.9497,78.1965,7
Ixias marianne,18.986601,73.267899,8
Ixias marianne,18.995218,73.258842,8
Ixias marianne,21.027156,75.571715,8
Ixias marianne,21.170602,70.596397,8
Ixias marianne,23.591478,87.214646,4
Ixias marianne,25.3956,76.0281,0
Ixias marianne,26.021261,76.45208,0
Ixias marianne,26.8721,75.8139,0
Ixias marianne,26.980513,94.338531,2
Ixias pyrene,11.065171,76.908476,1
Ixias pyrene,11.734461,78.202039,7
Ixias pyrene,12.056992,77.937813,7
Ixias pyrene,13.125435,77.545425,7
Ixias pyrene,14.352042,75.740433,3
Ixias pyrene,14.464409,75.921758,3
Ixias pyrene,15.364708,75.123955,3
Ixias pyrene,18.9569,72.8047,8
Ixias pyrene,18.985037,73.28923,8
Ixias pyrene,18.995218,73.258842,8
Ixias pyrene,19.004379,73.282455,8
Ixias pyrene,19.018236,73.279388,8
Ixias pyrene,19.0463,72.8675,8
Ixias pyrene,19.0465,72.8675,8
Ixias pyrene,22.708983,87.860349,4
Ixias pyrene,23.647744,88.075744,4
Ixias pyrene,25.207623,75.862511,0
Ixias pyrene,27.908243,78.06649,6
Ixias pyrene,28.530907,77.180149,6
Ixobrychus cinnamomeus,19.919405,85.42543,4
Ixobrychus cinnamomeus,28.52673,77.575363,6
Ixobrychus sinensis,9.617545,76.430092,1
Ixobrychus sinensis,10.534364,76.147697,1
Ixobrychus sinensis,11.664325,78.146014,7
Ixobrychus sinensis,17.33077,78.390152,5
Ixora brachiata,9.470412,76.327547,1
Ixora brachiata,16.639324,73.357033,8
Ixora brachiata,16.730776,73.321831,8
Ixora brachiata,18.698286,73.390045,8
Ixora brachiata,22.987408,87.009662,4
Ixora chinensis,10.15671,76.298685,1
Ixora chinensis,13.625658,75.153,3
Ixora coccinea,9.498067,76.338852,1
Ixora coccinea,10.770551,75.92396,1
Ixora coccinea,10.78673,76.654793,1
Ixora coccinea,11.2855,75.7849,1
Ixora coccinea,11.95209,79.797775,7
Ixora coccinea,13.005697,77.660771,7
Ixora coccinea,15.42867,73.980499,3
Ixora coccinea,16.969294,73.29512,8
Ixora coccinea,20.177688,85.336235,4
Ixora coccinea,20.1906,85.6016,4
Ixora coccinea,22.68116,88.352077,4
Ixora coccinea,22.7522,77.7232,0
Ixora coccinea,25.2319,75.8382,0
Ixora finlaysoniana,11.991397,75.674728,1
Ixora malabarica,14.6188,74.827881,3
Ixora nigricans,18.388086,73.388329,8
Ixos mcclellandii,30.427032,78.069717,6
Jacaranda mimosifolia,10.036875,77.151817,1
Jacaranda mimosifolia,10.088933,77.059525,1
Jacaranda mimosifolia,10.319632,77.723488,1
Jacaranda mimosifolia,11.432412,76.859222,1
Jacaranda mimosifolia,11.450559,76.883873,1
Jacaranda mimosifolia,12.869086,77.534157,7
Jacaranda mimosifolia,12.96275,77.714737,7
Jacaranda mimosifolia,13.008875,77.651955,7
Jacaranda mimosifolia,13.062642,77.617317,7
Jacaranda mimosifolia,13.649761,78.398369,7
Jacaranda mimosifolia,23.200277,86.126732,4
Jacquemontia pentanthos,11.014793,76.931536,1
Jamesbrittenia dissecta,17.329731,76.834296,5
Jamesbrittenia dissecta,19.07197,73.53569,8
Jamides alecto,14.619639,74.844077,3
Jamides alecto,14.953333,74.698889,3
Jamides alecto,15.968118,74.004578,3
Jamides alecto,19.0464,72.8675,8
Jamides alecto,19.0465,72.8675,8
Jamides alecto,24.43202,92.330689,2
Jamides alecto,26.154039,91.662967,2
Jamides alecto,27.10497,88.835871,2
Jamides bochus,11.323038,79.243353,7
Jamides bochus,11.687405,78.180668,7
Jamides bochus,11.734461,78.202039,7
Jamides bochus,12.689461,75.137194,3
Jamides bochus,14.606078,74.848429,3
Jamides bochus,14.964311,74.712077,3
Jamides bochus,17.672343,73.990472,8
Jamides bochus,18.995218,73.258842,8
Jamides bochus,22.558687,88.291121,4
Jamides bochus,22.62035,86.39721,4
Jamides bochus,22.977663,88.438247,4
Jamides bochus,23.200277,86.126732,4
Jamides bochus,23.320618,87.220774,4
Jamides bochus,23.332203,86.361641,4
Jamides bochus,25.2704,82.994,4
Jamides bochus,26.186716,91.723616,2
Jamides bochus,26.202281,91.739281,2
Jamides bochus,26.722933,89.604309,2
Jamides bochus,28.93671,79.837345,6
Jamides celeno,8.481392,76.954224,1
Jamides celeno,8.508296,76.936218,1
Jamides celeno,8.546519,76.974388,1
Jamides celeno,8.549304,76.977264,1
Jamides celeno,8.68425,77.135411,1
Jamides celeno,9.000535,76.712006,1
Jamides celeno,9.9239,76.7693,1
Jamides celeno,10.194244,77.996704,1
Jamides celeno,10.346893,76.207412,1
Jamides celeno,10.599835,76.24511,1
Jamides celeno,11.53988,76.019693,1
Jamides celeno,11.560363,76.161545,1
Jamides celeno,11.664325,78.146014,7
Jamides celeno,11.6859,78.1758,7
Jamides celeno,12.22408,75.562604,3
Jamides celeno,12.665744,75.197914,3
Jamides celeno,12.874705,77.594833,7
Jamides celeno,12.887349,77.578147,7
Jamides celeno,12.971599,77.594563,7
Jamides celeno,13.110818,77.575912,7
Jamides celeno,13.3742,77.1404,7
Jamides celeno,14.344392,75.737167,3
Jamides celeno,14.354177,75.798646,3
Jamides celeno,14.464409,75.921758,3
Jamides celeno,18.258949,73.588858,8
Jamides celeno,18.985037,73.28923,8
Jamides celeno,18.986601,73.267899,8
Jamides celeno,18.995218,73.258842,8
Jamides celeno,19.004379,73.282455,8
Jamides celeno,21.066996,79.822549,5
Jamides celeno,21.082986,73.693108,8
Jamides celeno,22.72637,87.866024,4
Jamides celeno,22.727876,87.867251,4
Jamides celeno,22.7346,77.7387,0
Jamides celeno,22.973122,86.854657,4
Jamides celeno,23.200277,86.126732,4
Jamides celeno,23.2268,77.3611,0
Jamides celeno,24.352674,92.344815,2
Jamides celeno,24.352678,92.344814,2
Jamides celeno,24.836405,92.779694,2
Jamides celeno,26.694062,90.30604,2
Jamides celeno,26.756364,94.1912,2
Jamides celeno,30.388391,78.129364,6
Jamides elpis,27.447905,95.578803,2
Japalura major,30.458977,78.133125,6
Japalura variegata,26.647336,89.548337,2
Japalura variegata,27.331351,88.613811,2
Jasminum azoricum,10.445553,76.983749,1
Jasminum elongatum,27.479664,94.924149,2
Jasminum grandiflorum,19.052258,72.862764,8
Jasminum grandiflorum,20.1976,85.4399,4
Jasminum malabaricum,12.42442,75.738182,3
Jasminum malabaricum,16.66869,73.506638,8
Jasminum nervosum,22.761294,78.349101,0
Jasminum sambac,12.925362,77.634971,7
Jasminum sambac,22.2699,70.7849,8
Jasminum trichotomum,11.637592,76.525701,1
Jatropha curcas,10.574222,76.025391,1
Jatropha gossypiifolia,8.452554,76.974388,1
Jatropha gossypiifolia,12.119977,76.680092,7
Jatropha gossypiifolia,19.9853,86.1547,4
Jatropha gossypiifolia,20.0214,85.4435,4
Jatropha gossypiifolia,20.1875,85.432,4
Jatropha gossypiifolia,23.609518,87.64175,4
Jatropha gossypiifolia,27.244383,78.015457,6
Jatropha integerrima,11.940056,79.832756,7
Jatropha multifida,9.498067,76.338852,1
Juncus effusus,15.39719,74.338219,3
Junonia almana,9.471817,76.363998,1
Junonia almana,10.546058,76.146179,1
Junonia almana,11.6809,76.336571,1
Junonia almana,11.928525,79.823021,7
Junonia almana,11.938804,78.247025,7
Junonia almana,12.151461,75.943028,1
Junonia almana,12.29581,76.639381,7
Junonia almana,12.896502,79.106867,7
Junonia almana,13.037322,80.212312,7
Junonia almana,14.464409,75.921758,3
Junonia almana,14.619639,74.844077,3
Junonia almana,14.964311,74.712077,3
Junonia almana,17.541211,78.433848,5
Junonia almana,18.140804,73.790527,8
Junonia almana,18.9568,72.8046,8
Junonia almana,18.962999,73.262711,8
Junonia almana,18.985037,73.28923,8
Junonia almana,18.986601,73.267899,8
Junonia almana,19.018236,73.279388,8
Junonia almana,19.072049,73.207435,8
Junonia almana,19.2805,72.8503,8
Junonia almana,20.1977,85.4399,4
Junonia almana,22.55104,88.578273,4
Junonia almana,22.558687,88.291121,4
Junonia almana,22.576873,88.470339,4
Junonia almana,22.685139,88.321112,4
Junonia almana,22.724756,88.478935,4
Junonia almana,22.731866,77.731617,0
Junonia almana,22.733,77.7389,0
Junonia almana,22.739138,88.435072,4
Junonia almana,22.782369,88.423613,4
Junonia almana,22.916082,88.431581,4
Junonia almana,22.973122,86.854657,4
Junonia almana,22.974727,88.433721,4
Junonia almana,22.986403,88.445575,4
Junonia almana,22.990315,87.00817,4
Junonia almana,23.399176,86.990489,4
Junonia almana,23.546875,87.292633,4
Junonia almana,23.640378,88.129937,4
Junonia almana,24.352674,92.344815,2
Junonia almana,24.433899,92.325401,2
Junonia almana,24.497701,92.314768,2
Junonia almana,24.821301,73.093394,0
Junonia almana,25.09218,75.89501,0
Junonia almana,25.101026,75.854204,0
Junonia almana,25.112758,75.924912,0
Junonia almana,25.192069,75.804991,0
Junonia almana,25.1971,75.7929,0
Junonia almana,25.2002,75.8042,0
Junonia almana,25.213816,75.864753,0
Junonia almana,25.2553,82.9876,4
Junonia almana,26.105286,91.6819,2
Junonia almana,26.142598,91.643536,2
Junonia almana,26.171717,90.622047,2
Junonia almana,26.176199,90.625099,2
Junonia almana,26.180277,90.627502,2
Junonia almana,26.186716,91.723616,2
Junonia almana,26.477255,90.573074,2
Junonia almana,26.52797,89.186099,2
Junonia almana,26.750889,91.21769,2
Junonia almana,26.762127,91.216942,2
Junonia almana,26.939823,92.887344,2
Junonia almana,27.1276,93.739,2
Junonia almana,27.1276,93.7394,2
Junonia almana,27.208692,94.051695,2
Junonia almana,27.4247,95.6857,2
Junonia almana,27.669033,95.362549,2
Junonia almana,27.908243,78.06649,6
Junonia almana,28.52673,77.575363,6
Junonia almana,28.74478,77.213211,6
Junonia almana,28.8719,79.6292,6
Junonia almana,28.915473,79.513269,6
Junonia almana,28.915768,79.509502,6
Junonia almana,28.93671,79.837345,6
Junonia almana,28.956787,79.807531,6
Junonia atlites,8.434355,76.991669,1
Junonia atlites,8.612326,76.834109,1
Junonia atlites,8.726824,76.938377,1
Junonia atlites,8.803958,76.701182,1
Junonia atlites,9.378651,76.362836,1
Junonia atlites,9.587903,77.180071,1
Junonia atlites,9.925714,76.770741,1
Junonia atlites,10.192639,76.386929,1
Junonia atlites,10.198501,76.260222,1
Junonia atlites,10.496141,76.159752,1
Junonia atlites,10.511146,76.258424,1
Junonia atlites,10.525632,76.218666,1
Junonia atlites,10.831815,76.407134,1
Junonia atlites,11.703206,76.0834,1
Junonia atlites,12.216516,75.162615,3
Junonia atlites,13.374938,78.140938,7
Junonia atlites,15.4112,74.200378,3
Junonia atlites,16.56143,73.859549,8
Junonia atlites,18.140804,73.790527,8
Junonia atlites,18.175619,78.326866,5
Junonia atlites,18.623312,72.88634,8
Junonia atlites,18.9569,72.8045,8
Junonia atlites,19.004379,73.282455,8
Junonia atlites,19.018236,73.279388,8
Junonia atlites,20.1976,85.4397,4
Junonia atlites,20.496911,86.428853,4
Junonia atlites,21.769949,88.231513,4
Junonia atlites,22.543481,88.369156,4
Junonia atlites,22.572645,88.363892,4
Junonia atlites,22.577702,88.418614,4
Junonia atlites,22.5968,88.4291,4
Junonia atlites,22.682415,88.321144,4
Junonia atlites,22.688497,88.321173,4
Junonia atlites,22.802798,88.333968,4
Junonia atlites,22.80416,88.333923,4
Junonia atlites,22.986403,88.445575,4
Junonia atlites,23.200277,86.126732,4
Junonia atlites,23.320618,87.220774,4
Junonia atlites,23.520444,87.311923,4
Junonia atlites,23.643327,88.118156,4
Junonia atlites,23.657589,87.145458,4
Junonia atlites,24.133092,88.273659,4
Junonia atlites,24.136908,88.202166,4
Junonia atlites,24.43202,92.330689,2
Junonia atlites,24.479795,92.28598,2
Junonia atlites,24.833832,92.782417,2
Junonia atlites,25.113162,75.857753,0
Junonia atlites,25.203681,75.793521,0
Junonia atlites,25.98606,90.786566,2
Junonia atlites,26.055857,91.601944,2
Junonia atlites,26.542292,91.914809,2
Junonia atlites,26.949844,94.260544,2
Junonia atlites,27.225319,94.105331,2
Junonia hierta,9.762316,77.739487,1
Junonia hierta,12.552378,77.953028,7
Junonia hierta,12.838593,77.661713,7
Junonia hierta,12.923037,77.582916,7
Junonia hierta,13.133999,77.478801,7
Junonia hierta,13.150481,77.492409,7
Junonia hierta,14.343727,75.739227,3
Junonia hierta,18.375863,73.769165,8
Junonia hierta,18.501054,73.513765,8
